VOLTAGE,CURRENT,GAS,WIRESPEED
29.0,357.3,25.5,8.7
29.5,251.6,25.4,8.8
29.0,301.6,25.6,8.7
28.8,300.9,25.7,8.7
28.6,365.6,25.6,8.7
28.8,409.8,25.5,8.7
28.4,313.7,25.6,8.7
28.5,439.1,25.6,8.8
28.4,360.5,25.6,8.7
28.5,378.6,25.5,8.8
29.8,267.5,25.5,8.8
28.4,285.9,25.6,8.7
28.3,338.2,25.6,8.7
29.1,236.9,25.7,8.6
28.2,366.5,25.6,8.7
28.7,297.4,25.7,8.5
28.5,421.0,25.7,8.6
28.9,341.7,25.7,8.5
28.6,404.4,25.6,8.5
29.2,373.5,25.6,8.5
29.4,324.8,25.4,8.6
28.6,375.4,25.5,8.5
28.6,271.9,25.6,8.7
28.8,322.6,25.7,8.6
28.8,348.4,25.6,8.8
28.9,409.5,25.6,9.0
28.8,343.9,25.5,8.9
28.8,319.1,25.6,8.7
28.6,438.5,25.6,8.8
28.2,353.8,25.5,8.8
29.4,397.4,25.6,8.9
29.1,331.5,25.6,8.9
29.2,388.5,25.6,8.9
29.5,368.4,25.6,8.9
29.3,314.6,25.6,9.0
29.1,388.5,25.7,8.9
27.9,320.7,25.5,8.8
30.0,429.6,25.5,8.8
29.8,345.2,25.6,8.8
29.7,415.2,25.6,8.8
29.9,324.5,25.5,8.8
28.6,332.8,25.5,8.8
28.4,361.7,25.6,8.8
28.1,261.7,25.6,8.7
28.9,319.7,25.6,8.8
28.9,338.8,25.6,8.9
28.5,377.0,25.5,8.9
29.2,319.4,25.7,8.7
28.4,296.5,25.7,8.8
28.8,331.2,25.6,8.8
29.2,230.5,25.7,8.7
28.6,326.7,25.6,8.7
28.5,344.9,25.6,8.7
28.0,359.5,25.4,8.6
28.6,334.7,25.4,8.5
28.6,336.6,25.5,8.6
28.1,358.9,25.6,9.1
29.0,296.1,25.7,9.5
28.4,314.9,25.7,9.0
28.9,311.4,25.7,8.5
28.7,372.6,25.7,8.5
28.3,305.1,25.7,8.7
28.5,383.7,25.6,9.1
29.4,344.9,25.7,9.3
28.9,298.7,25.6,8.9
28.8,353.1,25.6,8.4
29.0,392.3,25.6,8.6
29.1,414.9,25.5,8.6
28.6,383.7,25.6,8.8
28.6,366.5,25.7,8.6
28.7,343.0,25.7,8.6
28.8,276.7,25.6,8.5
28.9,310.8,25.6,8.7
28.7,300.9,25.7,8.7
28.7,350.0,25.7,8.7
29.0,421.6,25.6,8.7
28.7,389.5,25.5,8.6
28.9,365.2,25.6,8.6
29.0,367.5,25.6,8.6
29.0,323.5,25.6,8.4
29.1,315.6,25.7,8.4
28.8,322.9,25.7,8.4
28.9,297.7,25.6,8.5
28.7,364.6,25.6,8.5
28.7,293.0,25.7,8.4
28.4,295.8,25.7,8.3
28.4,318.4,25.6,8.5
28.2,378.6,25.6,8.5
28.6,375.8,25.5,8.6
28.8,391.4,25.6,8.4
29.0,372.9,25.6,8.6
29.3,363.0,25.4,8.7
28.9,281.5,25.4,8.8
28.8,237.9,25.5,8.9
28.6,260.5,25.6,8.8
27.9,324.5,25.6,8.8
28.5,388.5,25.5,8.9
28.7,370.0,25.6,8.9
28.8,438.8,25.6,8.8
28.7,411.7,25.6,8.8
28.9,348.0,25.6,8.9
29.0,382.4,25.6,8.9
29.4,302.8,25.6,9.0
28.6,311.4,25.6,8.9
28.9,320.3,25.6,8.9
29.1,295.8,25.6,8.9
28.7,304.1,25.6,8.9
28.5,306.0,25.6,9.0
29.2,382.1,25.6,8.9
28.8,386.6,25.7,8.7
29.5,420.7,25.7,8.6
29.0,430.5,25.6,8.8
28.9,419.1,25.5,8.8
28.7,315.6,25.5,8.7
28.3,289.8,25.6,8.8
28.7,305.1,25.7,8.9
29.1,235.3,25.6,8.7
29.4,341.0,25.7,8.7
29.1,358.9,25.6,8.8
29.3,488.2,25.6,9.1
28.5,410.5,25.5,9.0
28.4,406.3,25.5,8.9
28.6,451.2,25.6,8.7
28.7,322.3,25.6,8.7
29.0,324.5,25.6,8.9
28.5,264.0,25.6,8.8
28.5,282.1,25.6,8.6
29.0,261.4,25.6,8.9
28.5,252.2,25.5,8.9
29.0,379.3,25.5,8.7
28.9,307.0,25.6,8.8
28.6,404.7,25.6,8.8
28.5,415.6,25.7,8.6
29.0,408.2,25.7,8.8
28.5,290.4,25.6,8.9
29.0,321.6,25.7,8.5
29.1,279.6,25.7,8.7
28.8,200.0,25.8,9.0
28.5,296.1,25.7,8.7
28.8,264.0,25.6,8.6
28.9,398.4,25.7,8.8
28.9,351.6,25.7,8.9
28.8,444.2,25.7,8.7
29.2,435.9,25.6,8.6
28.0,334.4,25.6,8.6
28.4,413.7,25.7,8.6
29.0,275.1,25.7,8.6
29.0,304.1,25.7,8.8
28.9,249.6,25.8,8.6
29.2,270.3,25.6,8.5
28.7,357.6,25.6,8.4
28.3,273.8,25.7,8.4
28.4,440.4,25.6,8.5
28.3,423.8,25.6,8.5
29.1,452.8,25.5,8.5
28.7,325.8,25.5,8.4
28.9,388.8,25.5,8.6
28.6,314.3,25.5,8.5
28.7,263.3,25.4,8.6
29.0,337.5,25.5,8.6
29.2,207.9,25.6,8.8
28.8,379.9,25.5,8.9
28.7,319.1,25.5,9.0
28.0,426.4,25.6,9.0
29.0,418.8,25.6,8.8
28.7,392.6,25.6,8.9
28.8,440.1,25.6,8.9
28.4,271.3,25.5,8.8
28.7,352.5,25.6,8.8
28.7,232.4,25.7,8.7
29.0,266.5,25.7,8.9
28.8,274.2,25.7,9.0
28.4,253.1,25.7,8.9
28.4,435.0,25.7,8.7
28.4,375.1,25.7,8.7
28.9,458.9,25.7,8.7
28.7,314.6,25.6,8.7
28.9,401.6,25.6,8.8
28.5,314.6,25.6,8.9
28.7,286.9,25.6,8.9
28.8,339.4,25.5,8.6
28.5,245.5,25.7,8.5
28.9,404.7,25.6,8.8
28.9,244.9,25.6,8.7
28.9,375.8,25.6,8.7
28.9,395.8,25.6,8.6
28.9,445.5,25.5,8.7
28.5,426.7,25.6,8.8
28.7,335.0,25.6,8.8
28.3,434.4,25.5,8.8
29.0,252.5,25.5,8.8
29.2,318.1,25.6,8.8
29.0,228.3,25.6,8.9
28.6,265.9,25.6,8.9
28.7,411.1,25.6,8.8
28.8,381.2,25.7,8.7
29.3,499.0,25.6,8.7
28.9,302.8,25.5,8.9
28.5,467.8,25.5,8.8
29.1,345.2,25.6,8.7
28.8,342.6,25.6,8.6
28.5,349.3,25.6,8.6
28.1,296.8,25.5,8.7
28.6,424.2,25.6,8.6
28.9,258.2,25.7,8.5
28.4,410.8,25.6,8.6
29.4,287.9,25.6,8.8
28.6,342.6,25.7,8.9
28.1,406.6,25.7,8.8
29.4,400.6,25.7,8.5
29.2,427.7,25.6,8.5
28.2,268.7,25.6,8.6
29.1,378.9,25.6,8.6
28.8,193.9,25.5,8.9
28.2,245.8,25.6,9.0
28.6,313.0,25.6,8.6
28.6,315.9,25.6,8.6
28.6,435.0,25.6,8.4
28.9,260.1,25.7,8.6
28.3,447.4,25.7,8.9
29.2,277.3,25.7,8.8
29.0,313.7,25.6,8.8
28.2,327.7,25.7,8.3
29.2,277.7,25.6,8.5
28.5,381.2,25.5,8.5
28.7,257.0,25.5,8.7
28.6,416.2,25.6,8.9
28.2,236.3,25.5,8.7
28.9,345.5,25.5,8.8
28.8,375.4,25.6,8.6
29.4,366.8,25.5,8.8
28.7,426.7,25.6,9.0
28.8,349.6,25.4,8.7
29.0,428.0,25.6,8.7
28.4,228.6,25.5,8.8
28.4,334.0,25.6,8.6
29.0,320.0,25.6,8.6
28.8,341.7,25.4,8.5
29.2,394.5,25.6,8.6
28.9,294.5,25.6,8.8
28.8,492.3,25.5,8.7
28.5,267.2,25.5,8.7
28.8,370.7,25.6,8.6
28.6,339.8,25.6,8.7
28.9,329.9,25.6,8.8
28.5,406.0,25.7,8.8
28.8,295.8,25.7,8.8
29.0,424.2,25.6,8.8
28.5,282.4,25.5,8.7
28.8,364.0,25.5,8.9
28.5,300.6,25.5,8.9
28.9,315.2,25.6,9.1
28.7,380.5,25.6,8.9
28.9,357.9,25.5,8.8
28.8,402.5,25.6,8.8
28.9,242.0,25.7,8.6
29.0,382.8,25.6,8.8
28.7,317.8,25.6,8.8
28.9,345.2,25.6,8.6
28.8,363.0,25.6,8.7
29.1,293.9,25.7,8.8
29.3,420.7,25.7,8.7
28.6,239.4,25.6,8.7
28.9,378.9,25.6,8.7
28.9,279.3,25.6,8.7
29.0,318.4,25.5,8.6
28.7,363.7,25.6,8.6
28.6,311.1,25.6,8.6
28.7,451.2,25.6,8.7
28.8,317.5,25.6,8.9
29.4,401.6,25.6,9.0
28.9,315.2,25.7,8.7
28.5,358.2,25.6,8.6
29.0,329.6,25.6,8.7
28.9,297.7,25.7,8.7
28.9,404.1,25.6,8.8
28.9,357.0,25.7,8.6
28.1,406.6,25.5,8.7
28.9,322.3,25.5,8.8
28.2,419.1,25.5,8.7
28.5,377.3,25.6,8.5
28.6,353.5,25.7,8.7
28.5,400.9,25.6,8.6
28.5,281.8,25.6,8.6
29.8,448.4,25.7,8.6
28.9,280.2,25.6,8.4
28.4,377.0,25.6,8.5
28.6,347.7,25.6,8.5
30.0,347.1,25.7,8.5
29.4,446.8,25.7,8.5
29.4,314.3,25.6,8.6
28.0,385.0,25.6,8.7
28.3,328.6,25.5,8.7
29.5,344.2,25.5,8.7
29.2,254.4,25.6,8.9
28.7,273.5,25.5,8.9
28.5,342.3,25.6,8.8
28.2,212.4,25.6,8.8
28.9,358.9,25.6,8.7
28.7,312.4,25.6,8.7
28.3,381.8,25.5,8.8
28.2,342.3,25.5,8.8
29.2,387.2,25.6,8.7
27.5,345.2,25.5,8.7
29.1,241.0,25.5,8.8
29.0,303.5,25.6,8.9
28.6,226.4,25.5,8.8
29.1,352.5,25.5,8.6
28.7,285.0,25.6,8.7
28.5,342.3,25.6,8.7
28.8,409.8,25.5,8.8
28.5,353.5,25.6,8.6
28.6,416.8,25.6,8.7
29.0,350.9,25.6,8.8
28.6,383.1,25.5,8.8
28.9,345.2,25.5,8.7
29.2,317.8,25.5,8.8
28.6,262.1,25.4,8.8
28.8,254.4,25.7,8.8
29.2,348.7,25.8,8.7
28.6,352.8,25.6,8.7
28.6,398.4,25.7,8.8
29.0,437.5,25.7,8.7
29.1,519.4,25.6,8.9
28.9,380.9,25.5,8.9
29.1,311.1,25.5,8.9
28.6,328.9,25.7,8.6
28.8,239.1,25.7,8.8
28.8,291.0,25.6,8.8
28.7,273.5,25.7,8.8
29.2,361.4,25.7,9.0
28.5,359.2,25.7,8.9
28.8,329.9,25.7,8.8
28.8,399.0,25.7,8.8
28.9,370.0,25.7,8.7
28.7,370.7,25.7,8.7
29.3,336.6,25.7,8.7
28.7,336.3,25.7,8.7
28.4,264.6,25.7,8.7
28.8,258.9,25.6,8.6
28.5,264.3,25.5,8.6
28.8,256.3,25.6,8.7
28.4,340.7,25.7,8.7
28.3,462.4,25.7,8.6
28.4,474.8,25.7,8.7
28.7,386.3,25.6,8.6
28.4,358.9,25.6,8.6
28.7,334.7,25.6,8.7
29.0,273.5,25.6,8.7
28.2,261.7,25.7,8.6
29.2,284.4,25.6,8.6
29.1,319.4,25.5,8.6
28.3,338.8,25.5,8.6
28.6,374.8,25.5,8.7
28.7,386.3,25.5,8.6
29.1,383.1,25.5,8.6
28.8,391.0,25.5,8.7
28.9,382.1,25.5,8.7
28.6,372.3,25.6,8.7
28.8,340.7,25.6,8.6
29.0,331.2,25.5,8.6
28.9,286.9,25.7,8.7
29.3,277.3,25.6,8.8
28.8,321.6,25.7,9.0
28.5,398.0,25.7,8.9
28.9,492.0,25.6,8.8
28.9,496.1,25.7,8.8
29.6,420.0,25.6,8.8
29.3,365.9,25.7,8.8
29.6,346.8,25.7,8.9
29.8,250.0,25.7,8.8
29.2,250.9,25.6,8.7
29.1,249.6,25.6,8.8
29.3,344.2,25.6,8.6
29.1,363.0,25.6,8.9
28.9,355.7,25.5,8.7
28.9,391.4,25.5,8.8
28.8,362.1,25.5,8.9
28.3,383.7,25.5,8.7
29.1,361.1,25.5,8.9
28.7,344.2,25.4,8.6
29.1,292.0,25.5,8.8
29.1,286.9,25.5,8.5
28.6,243.3,25.5,8.7
29.0,210.5,25.7,8.7
28.6,342.6,25.6,9.1
28.8,411.7,25.6,8.8
28.9,451.9,25.5,8.7
28.5,393.6,25.6,8.8
28.3,446.5,25.6,8.7
28.6,374.5,25.6,8.8
28.6,267.8,25.5,8.8
29.1,303.1,25.6,8.7
29.2,233.1,25.6,8.7
29.3,317.5,25.6,8.6
28.7,276.1,25.7,8.8
28.6,348.7,25.7,8.8
28.8,401.9,25.7,8.7
29.0,329.9,25.7,8.7
29.1,404.1,25.7,8.7
29.0,372.6,25.7,8.7
29.0,379.6,25.6,8.6
28.6,330.9,25.6,8.6
29.1,333.7,25.6,8.5
29.0,276.1,25.7,8.6
28.8,264.0,25.7,8.7
28.4,375.8,25.6,8.6
29.0,307.3,25.6,8.6
29.2,381.8,25.7,8.7
28.5,388.5,25.7,8.5
28.8,500.3,25.7,8.6
29.1,371.6,25.7,8.6
29.2,331.2,25.7,8.6
29.2,366.5,25.7,8.6
29.2,240.4,25.6,8.7
29.3,349.6,25.6,8.5
29.2,247.1,25.5,8.5
29.1,347.1,25.5,8.5
28.9,349.3,25.5,8.6
29.2,313.0,25.5,8.6
28.8,435.3,25.5,8.5
28.8,336.6,25.5,8.6
28.9,379.9,25.5,8.5
29.3,329.6,25.5,8.6
28.7,364.0,25.5,8.5
29.3,274.8,25.5,8.6
29.4,287.9,25.5,8.6
30.0,367.2,25.5,8.6
29.4,323.5,25.5,8.8
29.0,394.2,25.5,8.7
29.7,299.6,25.5,8.8
29.0,387.9,25.5,8.8
27.9,343.3,25.5,8.9
29.1,390.7,25.6,8.8
29.3,378.3,25.6,8.8
29.4,242.3,25.6,8.8
29.1,395.8,25.6,8.9
28.9,257.0,25.5,8.7
28.9,367.8,25.5,8.8
29.2,306.3,25.6,8.8
29.2,316.8,25.6,8.8
28.5,422.3,25.6,8.8
28.6,333.1,25.7,8.6
29.0,445.5,25.6,8.9
29.4,321.3,25.6,8.7
28.8,387.9,25.6,8.8
28.9,323.2,25.7,8.8
28.7,357.3,25.6,8.7
28.9,391.0,25.5,8.7
29.0,350.6,25.4,8.8
29.8,427.7,25.6,8.7
29.1,307.6,25.6,8.8
28.5,421.6,25.6,8.8
28.7,328.3,25.5,8.7
28.3,380.9,25.6,8.8
30.0,383.4,25.6,8.7
29.3,308.6,25.6,8.7
28.6,418.1,25.6,8.8
28.3,227.7,25.6,8.9
28.7,394.9,25.7,8.7
29.0,258.6,25.6,8.8
29.2,297.7,25.6,8.7
29.1,335.6,25.5,8.7
28.9,286.6,25.5,8.6
28.5,405.1,25.5,8.7
28.7,263.7,25.5,8.7
28.6,373.8,25.5,8.7
29.2,258.9,25.6,8.8
28.9,325.4,25.6,8.7
28.5,347.4,25.5,8.7
29.1,321.9,25.6,8.7
29.5,385.6,25.6,8.7
28.2,326.1,25.7,8.8
29.1,416.8,25.7,8.7
29.1,209.8,25.6,8.7
28.9,316.2,25.7,8.7
28.7,330.9,25.8,8.6
29.1,344.5,25.7,8.7
29.3,411.7,25.7,8.5
29.1,286.9,25.7,8.7
29.4,496.8,25.7,8.6
29.0,261.1,25.7,8.6
29.0,370.3,25.6,8.5
29.3,322.3,25.6,8.6
29.1,307.0,25.5,8.6
29.4,381.2,25.5,8.7
29.1,270.0,25.6,8.6
29.1,432.1,25.7,8.7
28.9,276.7,25.6,8.5
28.6,383.7,25.6,8.6
29.2,342.6,25.5,8.7
29.1,362.4,25.6,8.7
28.9,434.7,25.5,8.7
29.3,367.2,25.6,8.7
29.3,431.8,25.5,8.8
28.9,229.6,25.6,8.9
28.9,361.7,25.6,8.9
28.5,263.3,25.5,8.9
29.1,262.7,25.6,8.9
28.7,364.0,25.6,8.8
28.9,352.2,25.6,8.8
29.0,472.6,25.6,8.8
29.0,267.2,25.6,9.0
29.3,419.7,25.5,8.8
29.1,297.7,25.5,8.8
29.1,310.8,25.5,8.7
28.7,315.2,25.6,8.7
28.9,267.2,25.5,8.8
29.0,383.7,25.6,8.8
29.4,239.4,25.6,8.7
28.9,398.7,25.6,8.7
29.1,288.8,25.6,8.9
28.8,342.6,25.8,8.7
28.9,403.1,25.6,8.8
28.5,443.9,25.7,8.8
28.9,464.6,25.6,8.7
29.3,267.5,25.8,8.8
29.0,404.1,25.7,8.8
28.5,233.1,25.8,8.8
29.6,305.1,25.7,8.8
29.5,305.7,25.6,8.8
29.6,293.9,25.6,8.9
28.6,442.0,25.7,8.7
28.7,340.7,25.7,8.7
28.5,479.6,25.6,8.7
29.6,320.7,25.6,8.8
28.6,411.4,25.6,8.7
29.1,330.5,25.6,8.7
28.9,307.6,25.6,8.7
28.9,363.3,25.5,8.6
29.4,273.8,25.5,8.7
29.0,429.9,25.5,8.6
28.8,261.1,25.5,8.6
28.9,398.4,25.7,8.7
29.8,405.4,25.5,8.7
28.2,469.7,25.5,8.6
29.3,472.3,25.6,8.8
28.4,348.7,25.6,8.7
28.6,428.3,25.6,8.6
28.7,247.7,25.6,8.7
28.6,285.3,25.6,8.6
29.7,207.3,25.6,8.7
29.0,240.7,25.7,8.7
28.8,405.4,25.6,8.7
28.9,338.2,25.5,8.7
28.9,436.9,25.6,8.6
29.2,300.9,25.7,8.6
29.0,417.5,25.7,8.7
28.7,290.4,25.6,8.6
29.2,296.8,25.7,8.6
29.3,277.0,25.7,8.7
28.3,217.8,25.7,8.7
28.7,314.9,25.6,8.6
29.0,194.2,25.6,8.5
28.2,376.1,25.6,8.6
28.9,334.0,25.6,8.6
28.7,437.5,25.6,8.6
29.1,428.6,25.7,8.5
28.4,328.3,25.6,8.5
29.2,415.2,25.6,8.7
29.2,267.5,25.7,8.8
29.2,328.9,25.7,8.8
29.8,256.3,25.7,8.8
29.1,269.7,25.6,8.8
29.2,321.9,25.6,8.8
28.7,276.4,25.6,8.8
29.1,457.9,25.5,8.8
29.4,418.1,25.5,8.8
29.2,453.5,25.5,8.9
28.9,340.7,25.5,9.0
29.0,410.8,25.5,8.9
29.1,312.1,25.5,8.8
28.8,282.4,25.4,8.7
29.3,320.0,25.5,8.7
29.3,209.8,25.5,8.8
29.0,358.6,25.6,8.8
29.1,308.2,25.6,8.7
28.6,458.6,25.5,8.9
28.8,409.5,25.6,8.9
28.8,379.3,25.7,8.8
29.2,461.1,25.6,8.6
29.2,311.4,25.6,8.8
29.1,335.9,25.6,8.6
28.9,264.6,25.7,8.7
29.2,281.8,25.7,8.8
29.0,271.9,25.8,8.7
28.4,262.7,25.6,8.9
29.4,374.5,25.6,8.8
29.3,311.7,25.5,8.8
29.0,414.9,25.6,8.9
28.6,426.7,25.6,8.7
28.7,425.4,25.5,8.8
28.9,314.0,25.6,8.8
28.8,324.8,25.6,8.7
29.2,292.6,25.7,8.9
29.7,204.1,25.7,8.9
29.1,290.7,25.7,8.6
28.9,313.7,25.6,8.9
28.5,426.1,25.4,8.9
29.1,381.8,25.6,8.7
29.2,424.8,25.6,8.8
29.3,429.3,25.6,8.8
29.6,321.9,25.6,8.8
29.0,367.8,25.6,8.9
28.6,306.6,25.6,8.7
28.9,307.3,25.6,8.7
29.0,330.2,25.5,8.8
29.0,321.0,25.7,8.6
29.6,350.3,25.7,8.8
29.1,299.0,25.6,8.7
29.1,397.1,25.5,8.6
29.2,435.9,25.5,8.7
29.1,427.0,25.6,8.7
29.3,392.0,25.6,8.6
28.9,406.3,25.5,8.5
29.1,313.7,25.5,8.8
28.8,289.1,25.7,8.7
28.9,306.0,25.5,8.8
29.3,282.1,25.5,8.7
29.3,383.4,25.4,8.6
29.1,392.3,25.5,8.5
28.8,501.2,25.6,8.6
29.0,405.4,25.6,8.6
28.3,336.3,25.5,8.6
30.1,371.9,25.7,8.6
29.1,310.5,25.6,8.7
29.7,283.7,25.6,8.8
29.1,308.6,25.6,8.8
29.2,281.8,25.6,8.7
28.6,344.2,25.6,9.0
29.5,284.0,25.6,8.8
29.2,300.3,25.6,8.9
29.2,329.6,25.7,8.9
29.1,378.9,25.6,8.9
29.2,412.1,25.7,8.8
28.6,378.6,25.7,9.0
29.0,307.0,25.7,8.8
28.9,297.1,25.7,8.8
29.0,248.7,25.6,8.7
29.3,268.7,25.5,8.8
28.7,281.5,25.6,8.9
29.0,331.5,25.5,8.8
28.5,393.9,25.6,8.9
28.9,375.4,25.6,8.8
28.8,357.0,25.5,8.7
29.0,343.6,25.5,8.6
29.4,338.8,25.5,8.9
28.7,319.1,25.6,8.9
29.2,351.6,25.5,8.7
29.3,307.9,25.6,8.7
29.2,387.5,25.6,8.8
29.5,321.6,25.6,8.8
28.7,307.9,25.6,8.8
29.1,359.5,25.6,8.7
28.9,337.5,25.6,8.8
29.2,376.7,25.7,8.8
29.4,385.0,25.7,8.8
29.3,439.5,25.8,8.9
29.2,370.3,25.7,8.9
28.9,309.8,25.6,8.8
29.0,350.6,25.6,8.7
29.5,291.4,25.6,8.7
29.0,358.6,25.6,8.7
29.3,365.6,25.7,8.7
29.0,385.0,25.6,8.8
29.4,356.6,25.6,8.8
28.7,304.7,25.6,8.7
29.3,344.2,25.6,8.9
29.0,276.1,25.7,8.8
29.1,332.1,25.6,8.8
28.8,315.9,25.6,8.7
29.1,404.1,25.6,8.7
29.1,309.8,25.7,8.8
28.9,342.6,25.6,8.8
29.1,363.3,25.7,8.8
28.9,263.7,25.6,8.7
28.6,325.8,25.5,8.7
28.3,343.6,25.5,8.8
28.8,357.3,25.5,8.7
28.3,316.2,25.7,8.7
29.3,362.1,25.5,8.6
28.4,383.4,25.5,8.8
29.8,264.6,25.6,8.7
29.3,411.4,25.6,8.8
28.8,368.4,25.6,8.6
29.4,364.3,25.5,8.7
28.9,311.4,25.5,8.7
29.6,329.3,25.5,8.7
28.8,373.5,25.5,8.7
29.2,255.7,25.5,8.7
28.9,355.4,25.5,8.7
28.6,325.1,25.5,8.7
29.3,449.6,25.5,8.8
28.8,347.1,25.6,8.8
28.8,408.6,25.6,8.8
28.9,393.9,25.5,8.9
29.0,346.5,25.5,8.9
29.5,389.5,25.6,8.9
29.3,279.9,25.6,9.0
29.1,343.0,25.6,9.0
29.3,349.6,25.6,8.9
29.4,423.8,25.6,8.9
28.6,372.6,25.6,8.9
29.5,330.9,25.7,8.8
29.1,496.8,25.6,9.0
29.0,394.5,25.6,8.8
30.1,394.9,25.6,8.8
29.3,285.0,25.7,8.8
29.0,333.1,25.6,8.8
29.1,305.4,25.6,8.8
29.0,222.6,25.6,8.8
29.2,348.7,25.6,8.7
29.6,246.1,25.6,8.8
29.4,403.5,25.7,8.8
28.9,297.7,25.7,8.7
28.5,393.0,25.7,8.8
29.2,342.6,25.7,8.8
29.3,311.4,25.7,8.8
29.0,361.1,25.6,9.0
28.7,237.5,25.7,8.9
28.7,327.3,25.6,8.8
28.6,267.8,25.6,8.8
29.0,327.3,25.7,8.9
29.2,311.7,25.6,9.0
28.9,348.4,25.7,8.9
28.4,481.2,25.6,8.9
29.3,374.5,25.6,8.9
29.4,456.3,25.6,9.0
29.0,274.2,25.6,8.8
29.1,385.9,25.6,8.7
29.2,259.2,25.7,8.7
28.8,253.8,25.6,8.9
29.1,340.7,25.7,8.8
29.3,245.2,25.7,8.7
29.4,434.0,25.7,8.7
28.5,299.3,25.7,8.7
28.9,447.7,25.7,8.8
29.0,385.0,25.7,8.7
28.7,396.8,25.7,8.6
29.5,407.9,25.6,8.6
29.6,323.2,25.6,8.7
29.2,372.6,25.5,8.7
29.3,232.1,25.5,8.7
28.8,332.8,25.6,8.6
29.0,271.0,25.5,8.7
28.7,336.3,25.6,8.7
29.1,426.7,25.5,8.7
29.1,432.4,25.6,8.8
29.4,483.1,25.6,8.7
29.2,281.2,25.6,8.7
28.9,416.2,25.7,8.7
29.2,220.7,25.7,8.6
28.6,250.3,25.5,8.6
28.9,251.9,25.7,8.6
28.7,227.0,25.6,8.6
28.9,427.3,25.5,8.8
29.0,241.7,25.5,8.6
29.1,442.0,25.6,8.9
28.1,336.6,25.5,8.7
29.3,384.7,25.5,8.9
28.5,386.9,25.5,8.8
29.1,359.5,25.5,8.9
29.4,377.7,25.5,9.1
29.1,279.9,25.5,8.9
29.1,355.7,25.6,9.0
29.4,177.7,25.6,9.1
29.3,291.7,25.6,8.9
28.2,420.3,25.5,9.0
29.2,451.9,25.4,9.1
29.5,484.0,25.6,8.9
29.0,441.7,25.6,8.8
28.7,510.5,25.6,9.1
28.6,268.7,25.6,8.8
28.6,340.7,25.7,8.8
28.7,264.3,25.7,8.8
29.1,250.6,25.6,8.8
29.5,363.7,25.6,8.8
29.1,248.4,25.7,8.7
28.7,485.6,25.7,8.8
28.8,298.4,25.7,8.8
28.9,427.7,25.7,8.8
29.2,403.8,25.6,8.7
29.1,405.1,25.5,8.7
29.2,401.2,25.6,8.8
29.2,314.3,25.6,8.7
29.1,387.9,25.6,8.9
28.7,223.2,25.8,8.9
29.1,336.9,25.6,8.8
29.4,291.7,25.6,8.9
29.1,344.9,25.5,9.0
28.8,442.3,25.6,9.0
28.5,437.2,25.7,9.0
28.4,484.7,25.5,9.0
28.7,250.0,25.7,8.9
28.5,369.7,25.7,8.9
29.1,232.4,25.7,9.1
29.3,235.0,25.7,9.0
28.4,276.7,25.7,8.6
28.9,230.2,25.6,8.7
29.1,433.1,25.6,8.9
29.3,255.4,25.6,8.9
28.6,420.7,25.6,8.8
28.4,349.6,25.6,8.8
28.5,388.2,25.7,8.7
28.6,385.9,25.6,8.8
28.7,323.2,25.6,8.7
28.9,361.7,25.6,8.7
28.5,227.0,25.6,8.6
28.9,327.3,25.5,8.6
28.8,247.4,25.6,8.6
29.0,335.0,25.6,8.6
29.3,378.6,25.5,8.7
28.7,378.3,25.6,8.7
28.5,465.2,25.6,8.6
28.8,339.1,25.7,8.6
29.1,445.2,25.7,8.6
28.5,249.3,25.6,8.6
28.9,313.0,25.6,8.6
28.9,281.2,25.5,8.8
28.7,235.9,25.6,8.7
28.3,375.8,25.5,8.8
28.8,276.7,25.6,8.7
29.2,465.6,25.6,8.9
29.3,332.8,25.6,9.0
29.1,443.0,25.5,9.1
28.8,382.4,25.6,8.9
28.9,355.4,25.6,8.8
28.9,394.5,25.6,8.8
29.1,277.7,25.7,8.9
29.0,349.3,25.6,9.0
28.9,266.5,25.5,9.2
28.9,321.9,25.6,9.2
28.8,301.6,25.6,9.0
28.7,376.7,25.7,8.7
28.7,451.9,25.5,8.7
29.0,342.0,25.5,9.1
29.0,434.0,25.6,9.2
28.7,313.0,25.7,8.9
28.8,355.7,25.6,8.5
28.7,264.0,25.6,8.7
28.5,258.6,25.7,8.8
28.6,337.9,25.7,8.7
28.3,228.0,25.6,8.6
28.3,363.7,25.6,8.7
28.3,303.5,25.7,8.9
29.1,430.9,25.6,9.0
29.1,328.9,25.7,8.7
28.9,364.6,25.7,8.7
28.4,383.4,25.6,9.0
28.5,309.2,25.7,9.1
28.3,373.8,25.6,8.9
28.7,304.1,25.6,8.6
28.9,342.0,25.7,8.8
29.1,322.3,25.8,9.0
28.5,400.3,25.7,9.1
29.2,353.5,25.6,8.8
28.8,271.0,25.6,8.6
28.9,430.2,25.6,8.6
29.0,393.0,25.6,8.9
28.8,383.1,25.6,8.9
29.4,325.1,25.7,8.9
28.7,362.7,25.7,9.0
28.5,365.6,25.7,9.0
28.4,279.6,25.6,8.9
28.8,377.0,25.6,8.8
29.1,307.0,25.5,8.8
28.9,407.6,25.6,8.9
29.0,350.9,25.6,8.7
29.1,430.9,25.7,8.7
28.3,371.0,25.6,8.8
28.7,334.0,25.6,8.8
29.5,377.0,25.5,8.7
28.3,304.4,25.5,8.7
